txn_id,member_id,date,request_type,revenue,variable_cost,partner_fee,sla_met
T212347,M100156,2026-01-27,Dining,15.26,6.15,0.77,1
T212348,M100004,2025-10-23,Dining,10.83,9.76,0.65,1
T212349,M101764,2026-01-10,Events,24.0,9.72,0.66,1
T212350,M101155,2026-02-04,Dining,4.53,6.51,0.58,1
T212351,M100269,2025-10-26,Lifestyle,13.33,5.81,0.84,1
T212352,M101785,2026-01-17,Travel,23.66,7.12,1.08,1
T212353,M100074,2025-09-23,Travel,28.02,11.76,1.22,1
T212354,M100602,2026-01-24,Dining,9.93,6.38,0.97,1
T212355,M101348,2026-02-21,Travel,20.35,10.87,1.28,1
T212356,M100095,2025-12-17,Gifts,14.73,5.62,0.5,1
T212357,M101630,2025-12-29,Lifestyle,16.35,8.29,1.27,1
T212358,M101220,2025-11-03,Dining,14.4,6.1,1.24,1
T212359,M101709,2026-01-14,Dining,14.33,8.28,0.41,1
T212360,M101507,2025-09-02,Dining,10.01,6.38,0.49,1
T212361,M101484,2025-12-12,Events,22.15,12.52,0.66,1
T212362,M100409,2025-10-21,Dining,13.6,9.45,1.07,1
T212363,M100368,2025-10-10,Dining,10.84,4.37,0.1,1
T212364,M100435,2025-09-19,Gifts,12.78,9.43,0.99,1
T212365,M100277,2025-11-27,Gifts,15.69,9.88,1.1,1
T212366,M101195,2026-01-16,Travel,27.47,12.38,1.54,1
T212367,M100106,2025-11-24,Events,22.08,8.87,1.42,1
T212368,M100771,2025-12-11,Gifts,10.85,1.04,0.75,1
T212369,M101047,2025-11-08,Dining,10.66,10.41,0.68,1
T212370,M100970,2026-01-14,Events,17.3,5.67,1.29,1
T212371,M100876,2025-11-25,Travel,17.06,14.04,1.34,1
T212372,M100401,2025-09-06,Travel,17.73,7.4,1.09,1
T212373,M100196,2025-10-25,Travel,20.16,8.19,0.47,1
T212374,M101778,2025-09-06,Gifts,9.63,6.74,0.89,1
T212375,M100836,2026-02-06,Events,19.89,9.23,0.7,1
T212376,M101070,2025-10-31,Gifts,10.7,9.93,0.47,1
T212377,M101021,2026-02-21,Travel,17.76,10.7,1.0,1
T212378,M100664,2026-01-20,Events,17.09,10.15,0.58,1
T212379,M101301,2025-09-30,Lifestyle,13.19,6.92,1.7,1
T212380,M100677,2026-02-07,Travel,19.21,8.86,0.53,1
T212381,M100745,2025-12-01,Events,17.69,11.64,0.06,1
T212382,M101446,2026-02-13,Gifts,6.78,5.87,0.97,1
T212383,M100573,2026-01-03,Lifestyle,10.25,8.13,1.43,1
T212384,M101259,2026-02-03,Events,13.18,8.12,0.96,1
T212385,M101198,2025-12-06,Events,18.6,13.31,0.71,1
T212386,M100055,2025-11-02,Lifestyle,14.05,6.68,0.53,1
T212387,M101231,2025-10-31,Lifestyle,10.51,3.84,0.39,1
T212388,M101442,2025-09-11,Lifestyle,13.54,4.31,0.69,1
T212389,M100486,2026-02-04,Dining,14.18,9.31,0.54,1
T212390,M101645,2025-12-15,Gifts,12.19,6.51,0.96,1
T212391,M100035,2025-11-23,Travel,19.46,9.4,0.85,1
T212392,M100323,2026-02-10,Travel,24.85,12.34,0.92,1
T212393,M101702,2026-02-06,Gifts,9.68,5.94,0.59,1
T212394,M101539,2026-01-01,Dining,12.3,6.82,0.83,1
T212395,M101359,2025-09-24,Gifts,12.46,3.07,1.24,1
T212396,M101087,2025-11-12,Travel,22.2,11.2,0.27,1
T212397,M100361,2025-11-16,Lifestyle,9.63,6.32,0.6,1
T212398,M100880,2025-11-18,Travel,28.3,13.15,0.79,1
T212399,M101018,2025-10-03,Dining,8.96,5.62,0.74,1
T212400,M100161,2025-11-19,Events,16.26,8.5,1.43,1
T212401,M101070,2025-10-19,Gifts,14.51,3.43,0.32,1
T212402,M100160,2026-01-01,Events,19.03,11.37,0.0,1
T212403,M100226,2025-10-02,Gifts,13.41,7.3,1.31,1
T212404,M100306,2026-02-20,Lifestyle,11.32,2.29,0.38,1
T212405,M100344,2025-12-26,Dining,11.21,5.37,0.62,1
T212406,M100147,2026-01-11,Dining,11.65,7.3,1.01,1
T212407,M101722,2026-01-31,Dining,10.49,9.27,1.34,0
T212408,M101444,2025-11-21,Dining,12.63,3.38,0.65,1
T212409,M100914,2025-09-18,Events,12.81,10.87,0.68,1
T212410,M100663,2026-01-27,Dining,14.81,7.89,0.47,1
T212411,M100344,2025-09-19,Travel,17.21,8.7,0.91,1
T212412,M101708,2025-09-24,Travel,19.65,11.12,1.43,1
T212413,M101435,2025-09-20,Events,17.1,9.08,0.68,1
T212414,M101353,2026-02-24,Lifestyle,6.14,5.01,0.58,1
T212415,M100847,2025-08-31,Gifts,9.82,8.0,0.85,0
T212416,M100049,2025-12-11,Travel,22.91,14.4,1.09,1
T212417,M101149,2025-11-10,Travel,13.67,6.97,1.18,1
T212418,M100877,2026-01-02,Dining,14.26,8.16,0.83,1
T212419,M100535,2025-11-25,Travel,23.54,10.17,1.45,1
T212420,M100567,2025-11-18,Events,15.11,10.2,1.11,0
T212421,M100104,2025-10-05,Lifestyle,10.68,5.41,0.9,1
T212422,M101569,2025-12-26,Travel,15.81,12.23,0.89,1
T212423,M100296,2026-02-06,Dining,10.17,2.62,0.16,1
T212424,M101463,2025-11-12,Dining,18.97,6.93,0.69,1
T212425,M101751,2025-10-08,Events,18.18,8.4,0.53,1
T212426,M100082,2026-02-23,Lifestyle,7.15,5.58,0.81,1
T212427,M101122,2025-10-02,Travel,17.96,6.02,0.59,1
T212428,M100120,2025-10-04,Events,16.77,11.64,0.4,1
T212429,M101495,2025-11-14,Dining,10.64,4.08,1.2,1
T212430,M100912,2025-09-08,Events,17.34,10.17,0.3,1
T212431,M100038,2025-12-18,Dining,14.39,6.5,1.74,1
T212432,M101390,2026-02-01,Dining,6.91,5.5,0.51,1
T212433,M101377,2025-10-30,Gifts,12.06,7.06,0.87,1
T212434,M101664,2025-11-08,Dining,13.28,8.22,0.4,1
T212435,M100872,2025-09-14,Dining,10.57,4.21,0.56,1
T212436,M101679,2026-01-16,Dining,12.38,5.86,1.18,1
T212437,M101197,2026-01-28,Dining,4.89,6.5,0.63,1
T212438,M100946,2025-10-26,Events,20.2,10.54,0.66,1
T212439,M100644,2026-01-01,Travel,25.51,11.98,1.24,0
T212440,M100527,2026-01-23,Gifts,12.0,8.71,1.57,1
T212441,M101117,2025-10-28,Events,17.64,8.15,0.75,1
T212442,M101331,2026-01-23,Travel,20.59,8.94,0.22,1
T212443,M100064,2025-09-29,Dining,9.25,6.99,0.77,1
T212444,M100741,2025-12-31,Gifts,13.7,4.46,0.8,1
T212445,M100082,2025-10-31,Events,17.57,9.36,0.89,1
T212446,M100713,2025-11-14,Gifts,10.25,6.5,1.11,1
T212447,M101437,2025-11-11,Events,16.88,8.2,1.18,1
T212448,M101243,2026-01-02,Lifestyle,10.63,7.87,0.61,1
T212449,M100224,2026-02-10,Events,17.88,8.47,0.93,1
T212450,M101290,2025-11-02,Lifestyle,7.22,11.91,0.95,1
T212451,M100025,2025-12-09,Events,16.9,7.97,1.52,1
T212452,M100022,2025-09-03,Lifestyle,10.21,4.66,1.21,1
T212453,M101642,2025-09-18,Lifestyle,10.99,10.09,0.67,1
T212454,M100058,2026-02-12,Dining,11.77,5.95,0.46,1
T212455,M100477,2025-12-22,Gifts,13.31,4.68,0.73,1
T212456,M100237,2025-12-13,Dining,15.21,5.7,0.92,0
T212457,M101048,2025-12-19,Lifestyle,11.83,9.29,0.8,0
T212458,M100940,2025-10-18,Travel,14.87,9.96,0.58,0
T212459,M101510,2025-12-23,Events,21.66,8.97,0.59,0
T212460,M101776,2026-01-29,Dining,9.91,7.72,1.22,1
T212461,M101342,2025-12-22,Lifestyle,7.54,7.74,0.24,1
T212462,M100840,2025-10-07,Lifestyle,14.73,7.69,1.33,1
T212463,M100083,2025-12-15,Events,23.45,6.4,0.91,0
T212464,M101660,2026-01-05,Dining,10.48,4.7,0.61,1
T212465,M101009,2025-10-09,Gifts,16.66,4.71,0.91,1
T212466,M100391,2026-02-14,Travel,25.45,9.83,1.23,1
T212467,M100975,2025-12-06,Lifestyle,10.69,8.63,0.99,1
T212468,M100705,2026-02-07,Travel,20.08,6.15,0.69,1
T212469,M100630,2025-11-08,Events,18.34,8.47,0.74,1
T212470,M100815,2025-09-17,Dining,14.38,3.51,0.82,1
T212471,M101356,2025-12-08,Lifestyle,14.67,8.01,1.06,0
T212472,M100294,2025-09-02,Events,21.44,13.99,0.34,1
T212473,M101735,2025-09-21,Lifestyle,12.26,7.06,0.71,1
T212474,M100112,2025-10-18,Travel,24.75,12.72,0.87,1
T212475,M100264,2026-01-24,Events,22.62,10.55,0.89,1
T212476,M101217,2026-02-20,Dining,10.04,5.67,0.76,1
T212477,M100261,2026-02-03,Gifts,9.66,7.25,0.93,1
T212478,M101399,2025-12-25,Dining,17.21,5.85,0.2,1
T212479,M101322,2025-12-14,Travel,19.08,10.65,0.27,1
T212480,M100773,2026-01-19,Gifts,8.24,5.43,1.4,1
T212481,M100817,2025-09-03,Dining,12.72,5.92,0.88,1
T212482,M101799,2025-10-15,Gifts,6.23,4.98,0.84,1
T212483,M101431,2025-10-23,Lifestyle,13.32,2.79,0.28,1
T212484,M101137,2025-10-31,Events,13.42,9.83,0.17,1
T212485,M100253,2025-11-07,Events,17.75,10.4,1.03,1
T212486,M101061,2025-09-20,Dining,15.14,7.37,1.35,0
T212487,M100071,2025-12-17,Travel,23.58,13.85,0.57,1
T212488,M100453,2026-01-31,Lifestyle,11.07,6.84,0.99,1
T212489,M101256,2026-01-03,Dining,7.11,4.64,1.28,1
T212490,M100733,2026-01-15,Lifestyle,11.85,3.2,0.78,1
T212491,M101790,2025-09-06,Events,16.08,8.75,1.33,1
T212492,M101690,2025-11-15,Dining,11.98,6.72,0.77,1
T212493,M100170,2025-12-11,Travel,18.36,6.87,0.99,1
T212494,M101590,2026-02-21,Events,15.44,10.43,1.51,1
T212495,M101555,2025-10-21,Lifestyle,12.77,5.26,1.15,1
T212496,M100191,2025-11-01,Gifts,10.08,6.27,0.85,1
T212497,M100693,2025-10-03,Events,18.64,10.56,0.68,1
T212498,M101707,2026-02-02,Lifestyle,12.51,4.9,1.28,1
T212499,M100030,2025-10-30,Travel,18.6,8.52,1.11,1
T212500,M100105,2025-12-22,Travel,22.78,10.2,1.13,1
T212501,M100918,2026-01-15,Gifts,11.38,5.82,0.95,1
T212502,M101715,2026-01-16,Events,12.82,7.57,1.2,1
T212503,M100501,2026-01-05,Dining,9.43,5.96,0.58,1
T212504,M101391,2025-10-17,Gifts,12.53,7.56,0.64,0
T212505,M101248,2026-02-21,Travel,13.67,11.99,0.58,1
T212506,M100262,2025-09-08,Events,14.27,8.99,1.11,1
T212507,M100518,2025-09-04,Lifestyle,13.14,4.97,0.66,1
T212508,M101123,2025-09-04,Travel,24.98,14.84,0.62,1
T212509,M100867,2025-09-28,Gifts,13.77,8.4,0.95,1
T212510,M100427,2025-12-29,Lifestyle,12.37,6.35,0.54,1
T212511,M100361,2025-12-15,Travel,22.79,8.39,1.07,0
T212512,M101002,2026-02-03,Dining,10.53,9.06,0.7,0
T212513,M101490,2025-09-18,Lifestyle,11.7,5.04,1.39,1
T212514,M100743,2025-10-10,Events,16.37,8.5,1.37,1
T212515,M101665,2026-01-29,Travel,18.74,10.72,1.48,1
T212516,M101200,2025-08-31,Dining,19.73,6.34,0.51,1
T212517,M100726,2026-02-18,Dining,14.36,5.77,0.8,1
T212518,M101272,2025-10-10,Events,22.72,9.89,1.27,1
T212519,M100807,2026-02-01,Lifestyle,15.34,5.96,1.49,1
T212520,M101362,2025-10-14,Events,16.39,6.38,0.36,1
T212521,M101768,2025-09-19,Travel,22.53,11.54,1.13,1
T212522,M101418,2025-09-07,Lifestyle,15.8,9.22,0.97,1
T212523,M100255,2026-01-28,Travel,18.81,12.73,1.01,1
T212524,M100128,2026-01-27,Dining,3.91,5.58,0.53,1
T212525,M101455,2026-02-13,Lifestyle,13.83,7.37,0.76,1
T212526,M101525,2025-10-01,Travel,24.93,11.49,1.25,1
T212527,M101021,2026-01-23,Events,19.06,6.82,1.24,1
T212528,M100440,2025-12-17,Lifestyle,9.91,6.79,0.99,1
T212529,M101585,2025-12-13,Travel,22.51,10.89,1.34,1
T212530,M100807,2025-12-24,Events,19.67,10.33,1.22,1
T212531,M100526,2025-11-28,Lifestyle,13.26,7.88,1.47,1
T212532,M100659,2025-12-25,Dining,16.66,7.68,1.11,1
T212533,M100533,2026-01-14,Lifestyle,9.5,7.1,1.9,1
T212534,M100508,2025-12-18,Dining,8.28,5.61,0.8,1
T212535,M100586,2025-10-03,Lifestyle,8.59,7.79,1.62,1
T212536,M101213,2026-02-04,Travel,24.71,7.89,0.56,1
T212537,M100029,2025-09-06,Events,14.85,7.78,0.87,1
T212538,M100653,2025-12-14,Events,26.02,13.53,1.15,1
T212539,M100305,2026-01-04,Dining,12.66,7.52,0.0,1
T212540,M101166,2025-12-07,Dining,7.11,7.1,0.71,1
T212541,M101790,2025-09-11,Gifts,9.99,6.51,1.68,1
T212542,M101418,2025-10-03,Lifestyle,12.57,6.53,1.42,1
T212543,M100448,2025-10-01,Dining,9.87,6.87,0.38,1
T212544,M100923,2026-01-17,Gifts,15.26,6.72,0.34,1
T212545,M100035,2025-09-19,Travel,18.7,10.66,0.37,1
T212546,M100743,2025-10-21,Events,15.7,12.13,0.6,1
T212547,M100501,2026-02-15,Events,13.24,11.93,0.89,1
T212548,M100903,2025-12-11,Gifts,15.09,5.19,1.2,1
T212549,M100735,2025-09-28,Events,14.51,7.37,1.28,1
T212550,M101228,2025-11-22,Dining,12.23,5.64,1.55,1
T212551,M100986,2025-11-12,Travel,20.84,9.29,1.39,1
T212552,M101690,2025-12-20,Travel,17.01,6.35,0.08,1
T212553,M100123,2026-02-19,Events,19.74,9.54,0.74,1
T212554,M101700,2025-09-19,Dining,12.58,5.85,0.42,1
T212555,M101422,2025-10-13,Travel,22.14,10.39,1.73,0
T212556,M101283,2026-01-08,Dining,12.53,5.09,0.77,1
T212557,M101485,2026-01-13,Travel,24.5,10.55,0.65,1
T212558,M100090,2025-11-24,Events,17.86,7.31,1.18,1
T212559,M100383,2025-10-05,Lifestyle,8.36,4.84,0.82,1
T212560,M100001,2026-02-10,Dining,12.09,10.19,1.3,1
T212561,M101437,2025-11-05,Dining,6.93,3.79,0.69,1
T212562,M100638,2025-09-26,Travel,16.75,15.11,1.24,1
T212563,M100650,2025-11-29,Events,20.04,6.9,0.02,1
T212564,M101099,2026-02-16,Events,19.98,7.85,1.8,1
T212565,M100761,2026-02-21,Travel,24.43,8.17,1.17,1
T212566,M101147,2026-01-27,Dining,15.18,5.89,1.03,1
T212567,M101685,2025-09-18,Lifestyle,9.37,0.5,0.73,1
T212568,M100597,2025-12-05,Events,12.58,11.12,0.89,0
T212569,M101605,2026-01-30,Gifts,14.19,6.01,0.89,1
T212570,M100958,2025-09-16,Travel,21.69,10.07,0.84,1
T212571,M100675,2025-09-29,Lifestyle,14.6,9.1,1.01,1
T212572,M101654,2026-01-30,Gifts,12.0,5.66,0.86,1
T212573,M100878,2025-10-25,Dining,10.79,7.3,0.88,1
T212574,M100229,2025-12-28,Dining,13.3,4.95,0.76,1
T212575,M100515,2026-02-13,Dining,13.8,7.49,0.86,1
T212576,M101521,2026-02-14,Lifestyle,8.05,6.62,0.99,1
T212577,M100927,2025-11-20,Travel,19.27,8.19,0.96,1
T212578,M101008,2025-09-27,Travel,18.24,11.94,0.88,1
T212579,M101227,2025-09-05,Events,17.8,8.3,0.81,1
T212580,M100350,2025-10-22,Gifts,12.09,5.69,1.11,1
T212581,M100166,2025-09-12,Travel,13.07,10.74,0.68,1
T212582,M100792,2026-01-14,Travel,24.86,12.3,0.3,1
T212583,M101655,2026-01-30,Travel,26.69,10.01,0.87,1
T212584,M100228,2026-02-06,Dining,15.09,9.17,1.22,1
T212585,M101293,2026-01-25,Dining,14.31,7.57,1.08,1
T212586,M101762,2025-10-13,Lifestyle,16.1,7.06,1.19,1
T212587,M100174,2026-01-29,Lifestyle,11.12,4.83,0.76,1
T212588,M100239,2025-12-10,Lifestyle,13.49,7.9,1.06,1
T212589,M101564,2025-10-12,Travel,18.8,7.9,1.63,1
T212590,M100195,2025-09-12,Dining,14.37,6.0,0.49,1
T212591,M101338,2026-01-28,Events,14.01,6.32,1.08,1
T212592,M101435,2026-01-23,Dining,8.89,7.5,0.78,1
T212593,M100563,2026-02-14,Lifestyle,9.2,6.3,1.36,1
T212594,M100524,2026-02-05,Gifts,13.59,6.42,0.9,1
T212595,M100938,2025-12-17,Lifestyle,11.66,5.17,0.81,1
T212596,M100911,2025-12-31,Lifestyle,15.03,5.65,0.41,0
T212597,M101548,2025-09-04,Travel,22.54,11.53,0.58,0
T212598,M101066,2025-12-08,Travel,22.13,11.06,0.77,1
T212599,M101742,2026-01-01,Lifestyle,17.93,4.74,1.23,1
T212600,M100431,2025-12-03,Events,15.69,8.67,1.44,1
T212601,M100505,2025-10-18,Lifestyle,9.45,6.82,0.86,1
T212602,M100433,2025-12-27,Travel,15.67,10.39,0.78,1
T212603,M101171,2026-01-31,Events,16.74,12.11,1.03,1
T212604,M100060,2025-12-12,Events,15.47,8.98,0.98,1
T212605,M101548,2025-11-06,Dining,14.0,9.07,0.84,1
T212606,M101389,2025-12-31,Events,19.02,10.21,0.89,1
T212607,M101778,2025-11-13,Dining,18.25,5.26,1.0,1
T212608,M101725,2025-12-29,Travel,20.55,11.87,1.32,1
T212609,M100127,2025-09-16,Events,20.43,5.89,0.66,1
T212610,M101345,2025-09-19,Dining,11.85,5.14,0.45,1
T212611,M100906,2025-10-20,Gifts,11.62,7.25,0.97,1
T212612,M101323,2025-09-28,Dining,14.8,4.58,0.58,1
T212613,M101572,2026-02-04,Gifts,15.06,8.56,1.4,1
T212614,M101049,2025-10-31,Dining,11.4,8.48,1.03,1
T212615,M100005,2025-12-15,Gifts,5.85,6.79,0.86,1
T212616,M101556,2025-10-09,Travel,17.77,10.04,0.89,1
T212617,M100787,2026-02-25,Gifts,10.78,5.59,1.05,1
T212618,M100825,2026-01-23,Events,12.09,9.7,1.12,1
T212619,M101051,2026-01-13,Travel,25.3,12.31,1.77,1
T212620,M101640,2025-11-17,Gifts,8.69,8.1,0.53,1
T212621,M100947,2025-09-04,Travel,17.87,9.7,1.24,1
T212622,M100373,2025-09-17,Travel,18.37,7.11,1.69,1
T212623,M101318,2025-12-05,Travel,23.78,11.38,1.04,1
T212624,M101139,2026-02-25,Gifts,14.69,7.08,0.93,1
T212625,M100117,2025-09-22,Events,17.46,10.81,0.78,1
T212626,M100958,2025-11-14,Lifestyle,15.3,6.79,0.88,1
T212627,M101413,2026-02-21,Dining,13.07,8.94,0.89,1
T212628,M101591,2025-11-01,Dining,14.4,5.39,1.32,1
T212629,M100509,2025-09-20,Events,21.76,9.43,1.35,1
T212630,M100940,2025-09-22,Gifts,10.85,7.81,0.73,1
T212631,M101483,2025-09-18,Dining,13.58,4.37,1.36,1
T212632,M101050,2025-09-03,Travel,23.67,8.6,0.97,1
T212633,M100755,2025-10-31,Lifestyle,13.32,6.72,0.99,1
T212634,M100331,2025-11-07,Travel,28.12,13.25,1.24,1
T212635,M100077,2026-02-05,Travel,20.35,10.86,0.83,1
T212636,M101242,2025-11-04,Dining,15.4,2.79,0.96,1
T212637,M101735,2025-09-21,Dining,11.72,6.36,1.03,1
T212638,M101081,2025-10-02,Travel,18.1,8.17,1.42,1
T212639,M101404,2025-09-17,Dining,17.35,9.66,0.25,1
T212640,M101218,2026-01-26,Travel,17.87,6.74,0.97,1
T212641,M100626,2026-01-20,Dining,9.93,7.64,0.56,1
T212642,M100941,2025-09-24,Travel,17.33,9.53,1.34,1
T212643,M100486,2025-09-09,Travel,17.28,9.98,0.51,1
T212644,M100401,2025-11-23,Lifestyle,11.1,7.44,1.3,1
T212645,M101060,2025-09-20,Travel,19.3,10.08,0.72,1
T212646,M101162,2025-10-26,Dining,16.31,7.68,1.61,1
T212647,M101777,2026-01-20,Gifts,10.33,9.13,0.57,1
T212648,M100425,2025-11-26,Lifestyle,17.42,9.31,0.97,1
T212649,M100522,2025-12-17,Events,19.04,11.03,1.07,1
T212650,M100299,2025-10-06,Travel,19.32,11.12,0.84,1
T212651,M101706,2025-12-27,Lifestyle,15.13,10.02,0.43,1
T212652,M101406,2026-01-25,Gifts,14.56,7.65,1.03,1
T212653,M100594,2025-11-28,Travel,24.34,10.68,0.28,1
T212654,M101744,2025-11-28,Travel,24.55,10.65,1.02,1
T212655,M101267,2025-09-18,Dining,10.01,5.0,0.97,1
T212656,M100857,2026-02-24,Dining,7.73,8.13,0.71,1
T212657,M100687,2025-09-21,Dining,9.91,7.85,0.04,1
T212658,M101024,2026-01-18,Dining,11.99,5.41,0.15,1
T212659,M100153,2026-01-25,Lifestyle,12.64,6.37,0.58,1
T212660,M100309,2025-12-12,Lifestyle,8.45,6.64,0.81,1
T212661,M101685,2025-11-18,Dining,11.81,5.47,1.06,1
T212662,M100371,2025-09-11,Dining,8.98,4.14,0.95,1
T212663,M100295,2025-11-21,Events,15.59,8.92,0.43,1
T212664,M101547,2026-01-30,Travel,17.77,9.64,1.42,1
T212665,M101700,2025-12-06,Lifestyle,12.67,7.8,1.31,1
T212666,M101472,2025-09-13,Lifestyle,10.83,7.61,0.85,1
T212667,M100185,2025-10-20,Events,18.66,10.55,1.22,1
T212668,M101510,2026-01-17,Dining,16.63,8.54,0.6,1
T212669,M100480,2025-11-01,Lifestyle,10.51,5.66,0.79,1
T212670,M100019,2025-10-16,Travel,22.05,9.17,0.19,1
T212671,M101657,2026-01-07,Travel,23.5,9.14,0.64,1
T212672,M100481,2025-11-22,Gifts,9.68,6.45,0.78,1
T212673,M101185,2025-12-25,Travel,16.14,9.41,1.17,1
T212674,M100132,2026-01-24,Dining,8.4,3.97,1.19,1
T212675,M100341,2025-09-19,Gifts,5.02,4.45,0.49,1
T212676,M101585,2025-12-30,Dining,15.62,4.44,0.58,1
T212677,M101065,2025-12-29,Dining,9.82,3.55,0.77,1
T212678,M101797,2026-02-07,Events,19.67,10.73,1.36,1
T212679,M100324,2025-12-08,Dining,11.4,8.15,1.23,1
T212680,M101603,2025-11-02,Gifts,14.28,6.08,1.01,1
T212681,M101573,2025-09-03,Lifestyle,9.57,8.12,1.05,1
T212682,M101663,2025-10-09,Lifestyle,15.08,1.31,0.94,1
T212683,M100089,2025-09-24,Dining,9.16,6.36,1.04,0
T212684,M100188,2025-09-01,Lifestyle,7.06,7.02,0.6,1
T212685,M100953,2025-10-23,Dining,15.52,4.63,0.69,1
T212686,M100208,2025-09-24,Travel,18.0,7.91,0.6,1
T212687,M100114,2026-01-02,Dining,9.59,5.37,1.31,1
T212688,M101460,2025-10-20,Lifestyle,12.6,7.61,1.5,1
T212689,M101251,2025-11-04,Dining,11.09,3.89,0.9,1
T212690,M101519,2025-12-06,Gifts,10.72,4.53,1.46,1
T212691,M101684,2025-11-02,Gifts,12.01,4.25,1.16,1
T212692,M100256,2025-10-19,Travel,19.03,11.54,0.86,1
T212693,M101495,2025-12-13,Gifts,11.95,5.34,0.21,1
T212694,M100078,2025-09-27,Travel,19.22,9.33,1.69,1
T212695,M100669,2026-02-19,Dining,10.44,6.86,1.24,1
T212696,M100535,2025-12-29,Travel,24.19,9.56,0.87,1
T212697,M100426,2025-12-22,Gifts,13.68,3.96,0.93,1
T212698,M101293,2025-09-29,Dining,15.82,8.41,1.42,0
T212699,M100217,2025-11-26,Lifestyle,10.29,7.04,0.79,1
T212700,M101456,2025-09-11,Dining,10.07,8.89,0.4,1
T212701,M101572,2025-09-07,Gifts,12.43,7.16,1.39,1
T212702,M101198,2025-12-05,Dining,11.85,7.63,0.7,0
T212703,M100145,2025-10-18,Travel,33.98,12.38,0.74,0
T212704,M101073,2026-01-12,Events,8.71,8.17,0.31,1
T212705,M101131,2026-02-06,Events,18.85,10.57,1.4,1
T212706,M100671,2025-11-29,Travel,19.29,8.42,1.22,1
T212707,M100661,2026-01-02,Events,19.07,9.83,0.28,1
T212708,M100844,2025-10-17,Travel,17.69,10.01,1.23,1
T212709,M101792,2025-11-24,Dining,13.22,7.2,1.16,0
T212710,M100006,2026-02-01,Dining,10.12,4.31,1.34,1
T212711,M100915,2025-12-06,Lifestyle,6.6,3.33,0.7,1
T212712,M100570,2025-12-15,Dining,9.64,5.64,0.27,1
T212713,M100987,2026-02-25,Travel,24.96,9.3,0.71,1
T212714,M100007,2025-11-19,Dining,12.04,5.29,0.38,1
T212715,M101652,2025-09-10,Events,16.53,7.67,1.29,1
T212716,M100822,2025-09-17,Travel,21.72,12.59,0.04,1
T212717,M101745,2025-09-16,Travel,18.23,8.8,0.8,1
T212718,M100277,2025-09-18,Lifestyle,11.56,5.1,0.56,1
T212719,M101050,2025-09-12,Lifestyle,8.6,6.63,0.68,1
T212720,M101223,2026-02-08,Dining,13.06,5.91,0.8,1
T212721,M101433,2025-12-10,Gifts,9.31,9.35,1.04,1
T212722,M100016,2025-11-19,Lifestyle,12.02,6.54,0.91,1
T212723,M101142,2025-09-28,Lifestyle,10.74,8.21,0.88,1
T212724,M100266,2025-12-20,Travel,26.02,10.5,0.8,1
T212725,M100769,2025-10-21,Gifts,7.61,6.35,1.35,0
T212726,M100096,2025-10-08,Travel,19.92,9.49,1.15,1
T212727,M100103,2025-11-25,Events,17.77,9.26,0.66,0
T212728,M101379,2026-01-13,Events,18.1,7.72,0.41,1
T212729,M101291,2026-02-12,Gifts,10.37,5.21,0.96,1
T212730,M101611,2025-12-07,Lifestyle,9.82,6.57,0.94,1
T212731,M101260,2026-01-26,Dining,11.36,7.29,0.62,1
T212732,M101072,2025-11-02,Dining,10.33,6.39,0.64,1
T212733,M100210,2026-01-14,Events,11.78,8.25,1.04,1
T212734,M101377,2025-09-21,Travel,21.72,13.49,1.67,1
T212735,M100414,2025-09-17,Events,20.67,10.46,1.37,1
T212736,M100191,2025-09-28,Gifts,13.74,7.04,0.62,1
T212737,M101317,2025-10-29,Gifts,7.45,8.87,0.93,1
T212738,M101058,2026-02-05,Gifts,9.28,4.92,1.04,1
T212739,M100269,2025-09-02,Dining,13.27,6.28,1.1,1
T212740,M100988,2026-02-14,Dining,19.37,10.8,1.49,1
T212741,M101243,2025-11-16,Lifestyle,13.75,7.42,0.81,1
T212742,M100897,2025-10-04,Travel,21.17,10.93,0.59,1
T212743,M101292,2026-02-10,Events,13.75,7.83,0.96,1
T212744,M100908,2025-11-28,Dining,10.95,5.26,0.59,1
T212745,M100636,2025-12-02,Gifts,9.48,4.06,0.92,1
T212746,M100402,2026-01-21,Dining,12.24,10.2,0.67,1
T212747,M100464,2026-02-05,Gifts,13.08,5.19,1.15,1
T212748,M101456,2025-09-15,Dining,10.1,3.57,1.37,1
T212749,M100671,2025-09-16,Dining,10.04,8.12,0.51,0
T212750,M101289,2026-02-09,Travel,23.29,10.68,0.55,1
T212751,M100646,2026-01-06,Dining,10.32,7.27,0.55,1
T212752,M100945,2025-12-17,Lifestyle,17.66,8.71,0.79,1
T212753,M101092,2026-01-21,Travel,23.86,12.32,1.22,1
T212754,M100859,2026-02-14,Events,18.02,6.84,0.38,1
T212755,M101338,2025-11-25,Dining,11.16,7.28,1.0,1
T212756,M101663,2025-12-08,Events,14.32,6.55,1.48,1
T212757,M101551,2025-10-03,Dining,12.72,6.11,0.59,1
T212758,M101658,2026-01-03,Events,18.57,10.04,0.68,1
T212759,M100053,2025-11-26,Lifestyle,12.18,2.92,0.68,1
T212760,M101366,2025-12-31,Travel,19.74,8.71,1.41,1
T212761,M101307,2026-02-19,Lifestyle,8.03,4.3,0.94,1
T212762,M100742,2025-10-18,Lifestyle,13.08,6.89,1.2,1
